1514764801,3,1.397583,-1.208130,1.394653
1514764801,3,1.255371,-1.077881,1.503174
1514764801,3,1.160034,-1.064941,1.537720
1514764801,3,1.042847,-1.086914,1.552612
1514764801,3,0.954224,-1.134644,1.527832
1514764801,3,0.806152,-1.281250,1.454102
1514764801,3,0.808350,-1.398682,1.454590
1514764801,3,0.800659,-1.505249,1.430176
1514764801,3,0.798218,-1.654785,1.425171
1514764801,3,0.745117,-2.011475,1.403442
1514764801,3,0.718018,-2.211182,1.431763
1514764801,3,0.687622,-2.384644,1.460205
1514764801,3,0.657104,-2.532837,1.501587
1514764801,3,0.575684,-2.693848,1.566895
1514764801,3,0.531738,-2.702759,1.582275
1514764801,3,0.488403,-2.643799,1.598999
1514764801,3,0.446289,-2.559326,1.587524
1514764801,3,0.275513,-2.343750,1.567871
1514764801,3,0.225586,-2.208618,1.530518
1514764801,3,0.166748,-2.049194,1.447998
1514764801,3,0.133179,-1.955688,1.410522
1514764801,3,0.085083,-1.707520,1.279175
1514764801,3,0.064331,-1.574097,1.196533
1514764801,3,0.047974,-1.491821,1.156616
1514764801,3,0.034912,-1.363037,1.095947
1514764801,3,0.021606,-1.187134,1.038818
1514764801,3,0.010376,-1.116699,1.014771
1514764801,3,-0.001099,-1.073853,0.993774
1514764801,3,-0.028809,-1.018799,0.968628
1514764801,3,-0.094971,-0.918457,0.909912
1514764801,3,-0.130127,-0.868774,0.888184
1514764801,3,-0.158936,-0.837524,0.860718
1514764801,3,-0.188965,-0.796387,0.829956
1514764801,3,-0.240479,-0.738647,0.772461
1514764801,3,-0.263184,-0.713135,0.737183
1514764801,3,-0.270142,-0.712036,0.712891
1514764801,3,-0.268921,-0.699707,0.676270
1514764801,3,-0.254883,-0.642822,0.617554
1514764801,3,-0.243286,-0.616699,0.584473
1514764801,3,-0.241821,-0.598022,0.551025
1514764801,3,-0.242188,-0.578735,0.519287
1514764801,3,-0.250366,-0.520996,0.467896
1514764801,3,-0.252197,-0.451538,0.418823
1514764801,3,-0.252197,-0.451538,0.418823
1514764801,3,-0.258911,-0.392456,0.342529
1514764801,3,-0.274536,-0.340210,0.297363
1514764801,3,-0.280762,-0.316772,0.285645
1514764801,3,-0.288208,-0.291016,0.273193
1514764801,3,-0.295166,-0.269531,0.263184
1514764801,3,-0.301147,-0.247925,0.253662
1514764801,3,-0.293213,-0.236816,0.256226
1514764801,3,-0.298706,-0.231323,0.264526
1514764801,3,-0.301514,-0.219971,0.255981
