1514764801,1,-92.059937,-25.817871,-24.208374
1514764801,3,0.613892,-0.500732,-0.092163
1514764801,1,-91.433716,-26.900024,-24.801636
1514764801,3,0.609131,-0.542603,-0.139771
1514764801,1,-90.834961,-27.998657,-25.400391
1514764801,3,0.634644,-0.586914,-0.154663
1514764801,1,-89.642944,-30.228882,-26.696777
1514764801,3,0.744385,-0.623291,-0.136353
1514764801,1,-89.044189,-31.376953,-27.394409
1514764801,3,0.778564,-0.624756,-0.136963
1514764801,1,-88.434448,-32.541504,-28.125000
1514764801,3,0.807617,-0.628906,-0.136597
1514764801,1,-87.819214,-33.728027,-28.866577
1514764801,3,0.828369,-0.631958,-0.126587
1514764801,1,-86.561279,-36.150513,-30.415649
1514764801,3,0.864380,-0.629028,-0.113525
1514764801,1,-85.880127,-37.380981,-31.228638
1514764801,3,0.888062,-0.630371,-0.130127
1514764801,1,-85.149536,-38.611450,-32.069092
1514764801,3,0.902588,-0.647705,-0.159424
1514764801,1,-84.358521,-39.847412,-32.942505
1514764801,3,0.915649,-0.678101,-0.172852
1514764801,1,-82.683105,-42.308350,-34.766235
1514764801,3,0.958374,-0.747681,-0.187012
1514764801,1,-81.837158,-43.527832,-35.700073
1514764801,3,0.989868,-0.775879,-0.183838
1514764801,1,-81.013184,-44.736328,-36.633911
1514764801,3,1.015137,-0.790283,-0.149414
1514764801,1,-80.211182,-45.928345,-37.573242
1514764801,3,1.068604,-0.782471,-0.095459
1514764801,1,-78.634644,-48.262939,-39.523315
1514764801,3,1.182251,-0.772095,-0.015503
1514764801,1,-77.838135,-49.400024,-40.545044
1514764801,3,1.224365,-0.799805,-0.013306
1514764801,1,-77.030640,-50.509644,-41.616211
1514764801,3,1.260010,-0.852783,-0.018677
1514764801,1,-76.228638,-51.586304,-42.736816
1514764801,3,1.299072,-0.920410,-0.028076
1514764801,1,-74.685059,-53.640747,-45.109863
1514764801,3,1.359009,-1.004028,-0.033325
1514764801,1,-73.981934,-54.624023,-46.351318
1514764801,3,1.402100,-1.011963,-0.028198
1514764801,1,-73.322754,-55.574341,-47.625732
1514764801,3,1.449585,-0.998779,-0.018188
1514764801,1,-72.713013,-56.497192,-48.927612
1514764801,3,1.476929,-0.975586,-0.013794
1514764801,1,-71.636353,-58.276978,-51.624756
1514764801,3,1.508423,-0.904297,-0.020630
1514764801,1,-71.141968,-59.133911,-53.031006
1514764801,3,1.515381,-0.878296,-0.029907
1514764801,1,-70.664062,-59.968872,-54.503174
1514764801,1,-70.191650,-60.781860,-56.019287
1514764801,1,-69.296265,-62.336426,-59.183350
1514764801,3,1.452637,-0.805176,-0.085327
1514764801,1,-68.900757,-63.088989,-60.792847
1514764801,1,-68.538208,-63.825073,-62.407837
1514764801,1,-68.230591,-64.539185,-64.011841
1514764801,1,-67.736206,-65.928955,-67.159424
1514764801,1,-67.593384,-66.593628,-68.648071
1514764801,1,-67.532959,-67.241821,-70.048828
1514764801,1,-67.527466,-67.879028,-71.383667
1514764801,3,1.459717,-0.937744,-0.194092
1514764801,1,-67.521973,-69.087524,-73.981934
1514764801,1,-67.521973,-69.658813,-75.217896
1514764801,1,-67.500000,-70.208130,-76.415405
1514764801,1,-67.434082,-70.740967,-77.612915
1514764801,1,-67.027588,-71.724243,-80.095825
1514764801,1,-66.659546,-72.180176,-81.397705
1514764801,1,-66.187134,-72.603149,-82.732544
1514764801,3,1.285156,-1.109497,-0.230347
1514764801,1,-65.582886,-73.004150,-84.116821
1514764801,1,-64.077759,-73.729248,-86.967773
1514764801,1,-61.160889,-74.630127,-91.411743
1514764801,1,-58.765869,-75.097046,-94.487915
1514764801,1,-57.447510,-75.300293,-96.036987
1514764801,1,-56.068726,-75.487061,-97.586060
1514764801,3,1.092773,-0.930542,-0.213989
1514764801,1,-54.585571,-75.646362,-99.157104
1514764801,1,-52.750854,-75.717773,-101.035767
1514764801,1,-51.756592,-75.734253,-101.953125
1514764801,1,-50.784302,-75.756226,-102.793579
1514764801,1,-49.866943,-75.783691,-103.518677
1514764801,1,-48.213501,-75.877075,-104.611816
1514764801,1,-46.818237,-75.986938,-105.639038
