0.073242,-0.950806,0.256836
0.074951,-0.951538,0.257935
0.076904,-0.952271,0.258545
0.075562,-0.950317,0.26001
0.079468,-0.938721,0.261353
0.077148,-0.937378,0.260254
0.079834,-0.945068,0.257935
0.078979,-0.955444,0.257935
0.079468,-0.963745,0.257202
0.079346,-0.967041,0.256836
0.074219,-0.970581,0.25708
0.072266,-0.968018,0.256226
0.069702,-0.963745,0.254028
0.071777,-0.959839,0.254761
0.069946,-0.960693,0.253662
0.069946,-0.958008,0.255615
0.071655,-0.957275,0.252808
0.067505,-0.959351,0.254883
0.070435,-0.953857,0.256958
0.072998,-0.953369,0.256104
0.073975,-0.953491,0.254761
0.073975,-0.951782,0.255615
0.076416,-0.952515,0.257812
0.075562,-0.951294,0.256714
0.076416,-0.947388,0.258667
0.077637,-0.94751,0.258301
0.076172,-0.951904,0.260986
0.075928,-0.954468,0.256104
0.076782,-0.957153,0.256226
0.073364,-0.961426,0.260986
0.074097,-0.96167,0.259644
0.071289,-0.961182,0.259277
0.072021,-0.959595,0.259888
0.071777,-0.955811,0.256958
0.070679,-0.953247,0.258301
0.071045,-0.957153,0.262085
0.069824,-0.955566,0.260498
0.074219,-0.957397,0.259766
0.072998,-0.950928,0.259644
0.074829,-0.949707,0.255981
0.074219,-0.94751,0.255737
0.076172,-0.946411,0.256836
0.077759,-0.947876,0.256226
0.076416,-0.954224,0.256348
0.0802,-0.955688,0.255493
0.079956,-0.96228,0.257812
0.078735,-0.966675,0.259277
0.077271,-0.962524,0.256226
0.075317,-0.963867,0.256592
0.073975,-0.958374,0.259277
0.073486,-0.956665,0.255371
0.07251,-0.956543,0.255981
0.070801,-0.957764,0.256958
0.073364,-0.954468,0.258301
0.072388,-0.952026,0.258179
0.072998,-0.950562,0.259033
0.072998,-0.950317,0.260864
0.073364,-0.948608,0.259521
0.072388,-0.949585,0.259888
0.07312,-0.952148,0.257568
0.073608,-0.953125,0.257324
0.074707,-0.954224,0.257812
0.075317,-0.956177,0.258179
0.076172,-0.950928,0.262329
0.077148,-0.949585,0.264038
0.076416,-0.949829,0.261841
0.074951,-0.954346,0.260986
